,model,score_test,accuracy,balanced_accuracy,mcc,f1,precision,recall,roc_auc,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,ExtraTreesEntr_BAG_L1,0.8571428571428571,0.8571428571428571,0.8590909090909091,0.7181818181818181,0.8571428571428571,0.8181818181818182,0.9,0.9,0.7142857142857143,accuracy,0.04025387763977051,0.12003135681152344,0.8492460250854492,0.04025387763977051,0.12003135681152344,0.8492460250854492,1,True,9
1,RandomForestGini_BAG_L1,0.8571428571428571,0.8571428571428571,0.8545454545454545,0.7156264473321343,0.8421052631578947,0.8888888888888888,0.8,0.881818181818182,0.75,accuracy,0.04965710639953613,0.10781025886535645,0.8642539978027344,0.04965710639953613,0.10781025886535645,0.8642539978027344,1,True,5
2,CatBoost_BAG_L1,0.8571428571428571,0.8571428571428571,0.8545454545454545,0.7156264473321343,0.8421052631578947,0.8888888888888888,0.8,0.8818181818181818,0.8928571428571429,accuracy,0.15649056434631348,0.20705914497375488,76.74228882789612,0.15649056434631348,0.20705914497375488,76.74228882789612,1,True,7
3,WeightedEnsemble_L2,0.8571428571428571,0.8571428571428571,0.8545454545454545,0.7156264473321343,0.8421052631578947,0.8888888888888888,0.8,0.8818181818181818,0.8928571428571429,accuracy,0.15849041938781738,0.20740461349487305,76.86031484603882,0.0019998550415039062,0.00034546852111816406,0.1180260181427002,2,True,14
4,RandomForestEntr_BAG_L1,0.8095238095238095,0.8095238095238095,0.8090909090909091,0.6181818181818182,0.8,0.8,0.8,0.8954545454545455,0.75,accuracy,0.039281368255615234,0.09799385070800781,0.7938685417175293,0.039281368255615234,0.09799385070800781,0.7938685417175293,1,True,6
5,LightGBMXT_BAG_L1,0.8095238095238095,0.8095238095238095,0.8090909090909091,0.6181818181818182,0.8,0.8,0.8,0.8727272727272727,0.8571428571428571,accuracy,0.05179548263549805,0.04967927932739258,1.9110734462738037,0.05179548263549805,0.04967927932739258,1.9110734462738037,1,True,3
6,NeuralNetFastAI_BAG_L1,0.8095238095238095,0.8095238095238095,0.8090909090909091,0.6181818181818182,0.8,0.8,0.8,0.8545454545454544,0.8571428571428571,accuracy,0.144273042678833,0.1170351505279541,9.984231233596802,0.144273042678833,0.1170351505279541,9.984231233596802,1,True,10
7,NeuralNetTorch_BAG_L1,0.8095238095238095,0.8095238095238095,0.8090909090909091,0.6181818181818182,0.8,0.8,0.8,0.8818181818181818,0.8095238095238095,accuracy,2.2056713104248047,3.2004752159118652,9.216396808624268,2.2056713104248047,3.2004752159118652,9.216396808624268,1,True,12
8,KNeighborsUnif_BAG_L1,0.7619047619047619,0.7619047619047619,0.759090909090909,0.5229577884350213,0.7368421052631579,0.7777777777777778,0.7,0.8363636363636363,0.6666666666666666,accuracy,0.01178431510925293,0.44553399085998535,0.051850080490112305,0.01178431510925293,0.44553399085998535,0.051850080490112305,1,True,1
9,KNeighborsDist_BAG_L1,0.7619047619047619,0.7619047619047619,0.759090909090909,0.5229577884350213,0.7368421052631579,0.7777777777777778,0.7,0.8363636363636364,0.6666666666666666,accuracy,0.014597654342651367,0.014098167419433594,0.06126213073730469,0.014597654342651367,0.014098167419433594,0.06126213073730469,1,True,2
10,ExtraTreesGini_BAG_L1,0.7619047619047619,0.7619047619047619,0.7636363636363637,0.5272727272727272,0.7619047619047619,0.7272727272727273,0.8,0.890909090909091,0.7380952380952381,accuracy,0.040326595306396484,0.09974813461303711,0.8444862365722656,0.040326595306396484,0.09974813461303711,0.8444862365722656,1,True,8
11,LightGBMLarge_BAG_L1,0.7142857142857143,0.7142857142857143,0.7136363636363636,0.42727272727272725,0.7,0.7,0.7,0.7272727272727273,0.8571428571428571,accuracy,0.06325292587280273,0.05358719825744629,18.30614161491394,0.06325292587280273,0.05358719825744629,18.30614161491394,1,True,13
12,XGBoost_BAG_L1,0.6666666666666666,0.6666666666666666,0.6590909090909092,0.337099931231621,0.5882352941176471,0.7142857142857143,0.5,0.7363636363636364,0.8333333333333334,accuracy,0.0794985294342041,0.03579401969909668,12.90787959098816,0.0794985294342041,0.03579401969909668,12.90787959098816,1,True,11
13,LightGBM_BAG_L1,0.6190476190476191,0.6190476190476191,0.6136363636363636,0.2337367475021143,0.5555555555555556,0.625,0.5,0.7636363636363637,0.8690476190476191,accuracy,0.05385589599609375,0.05447196960449219,2.9102256298065186,0.05385589599609375,0.05447196960449219,2.9102256298065186,1,True,4
